Light,CO2,NH3,Alcohol,Temp,Mix,Heating,Cluster
847,402,10,21,51.2,60,1,1
844,402,10,21,51.1,60,1,1
841,400,10,21,50.9,60,1,1
836,400,10,21,50.6,60,1,1
820,402,10,21,50.3,60,1,1
824,402,10,21,50.2,60,1,1
816,400,10,21,49.8,60,1,1
818,398,10,21,49.6,60,1,1
815,396,10,21,49.5,60,1,1
804,390,10,21,49.4,60,1,1
803,394,10,21,49.2,60,1,1
807,398,10,21,49.1,60,1,1
789,402,10,21,49.0,60,1,3
797,398,10,21,48.7,60,1,3
791,398,10,21,48.6,60,1,3
787,400,10,21,48.5,60,1,3
787,404,10,21,48.4,60,1,3
786,404,10,21,48.3,60,1,3
787,398,10,21,48.2,60,1,3
779,404,10,21,48.1,60,1,3
779,396,10,21,47.9,60,1,3
774,398,10,21,47.7,60,1,3
774,402,10,21,47.7,60,1,3
771,396,10,21,47.6,60,1,3
770,396,10,21,47.4,60,1,3
761,396,10,21,46.8,60,1,3
761,402,10,21,46.7,60,1,3
753,398,10,21,46.6,60,1,3
757,404,10,21,46.4,60,1,3
751,402,10,21,46.3,60,1,3
749,390,10,21,46.2,60,1,3
740,396,10,21,45.8,60,1,3
737,402,10,21,45.5,60,1,3
738,400,10,21,45.5,60,1,3
726,398,10,21,45.1,60,1,3
341,467,12,25,34.2,60,0,2
340,452,11,24,33.6,60,0,2
342,454,11,25,33.1,60,0,2
342,447,11,24,32.8,60,0,2
344,474,12,26,32.6,60,0,2
348,462,12,25,32.4,60,0,2
347,457,12,25,32.2,60,0,2
348,467,12,25,32.0,60,0,2
352,467,12,25,31.6,60,0,2
355,471,12,26,31.6,60,0,2
353,467,12,25,31.6,60,0,2
349,464,12,25,31.4,60,0,2
356,471,12,26,31.3,60,0,2
356,476,12,26,31.1,60,0,2
352,469,12,25,31.0,60,0,2
341,447,11,24,31.0,60,0,2
358,474,12,26,30.9,60,0,2
838,379,10,20,59.9,80,1,1
820,377,10,20,58.9,80,1,1
802,377,10,20,58.1,80,1,3
799,375,10,20,57.9,80,1,3
791,379,10,20,57.7,80,1,3
789,379,10,20,57.6,80,1,3
787,382,10,20,57.2,80,1,3
787,379,10,20,57.1,80,1,3
762,379,10,20,56.1,80,1,3
759,381,10,20,55.9,80,1,3
760,381,10,20,55.7,80,1,3
757,377,10,20,55.5,80,1,3
753,381,10,20,55.2,80,1,3
753,379,10,20,55.1,80,1,3
744,375,10,20,54.9,80,1,3
741,381,10,20,54.7,80,1,3
737,381,10,20,54.5,80,1,3
734,381,10,20,54.3,80,1,3
737,379,10,20,54.1,80,1,3
729,377,10,20,53.9,80,1,3
726,379,10,20,53.6,80,1,3
724,381,10,20,53.4,80,1,3
714,375,10,20,53.3,80,1,3
717,381,10,20,53.1,80,1,3
712,381,10,20,52.8,80,1,3
709,381,10,20,52.6,80,1,3
708,381,10,20,52.4,80,1,3
708,377,10,20,52.2,80,1,3
702,379,10,20,52.1,80,1,3
692,382,10,20,51.6,80,1,3
691,381,10,20,51.5,80,1,3
687,381,10,20,51.3,80,1,3
683,377,10,20,51.0,80,1,3
682,379,10,20,50.9,80,1,3
674,382,10,20,50.6,80,1,3
675,377,10,20,50.4,80,1,3
672,379,10,20,50.3,80,1,3
668,379,10,20,50.2,80,1,3
663,377,10,20,50.0,80,1,3
660,375,10,20,49.8,80,1,3
658,379,10,20,49.6,80,1,3
655,377,10,20,49.4,80,1,3
654,375,10,20,49.2,80,1,3
653,377,10,20,48.9,80,1,3
644,375,10,20,48.7,80,1,3
637,375,10,20,48.6,80,1,3
636,375,10,20,48.3,80,1,3
632,375,10,20,48.1,80,1,3
628,377,10,20,47.9,80,1,3
629,375,10,20,47.8,80,1,3
627,377,10,20,47.7,80,1,3
622,375,10,20,47.6,80,1,3
618,381,10,20,47.5,80,1,3
618,377,10,20,47.4,80,1,3
609,379,10,20,47.1,80,1,3
606,379,10,20,47.0,80,1,3
607,379,10,20,46.9,80,1,3
601,379,10,20,46.7,80,1,3
599,381,10,20,46.5,80,1,3
597,379,10,20,46.4,80,1,3
599,377,10,20,46.2,80,1,3
593,375,10,20,46.2,80,1,3
589,379,10,20,45.9,80,1,3
583,377,10,20,45.8,80,1,3
580,375,10,20,45.8,80,1,3
581,379,10,20,45.5,80,1,3
579,377,10,20,45.4,80,1,3
576,373,10,20,45.3,80,1,3
576,377,10,20,45.1,80,1,3
572,379,10,20,44.8,80,0,3
568,375,10,20,44.6,80,0,3
294,398,10,21,32.3,80,0,2
295,404,10,21,32.1,80,0,2
297,402,10,21,31.9,80,0,2
297,396,10,21,31.6,80,0,2
294,402,10,21,31.4,80,0,2
291,400,10,21,31.3,80,0,2
294,398,10,21,31.1,80,0,2
296,398,10,21,30.9,80,0,2
294,396,10,21,30.8,80,0,2
294,400,10,21,30.7,80,0,2
297,404,10,21,30.6,80,0,2
297,398,10,21,30.5,80,0,2
294,402,10,21,30.4,80,0,2
297,400,10,21,30.3,80,0,2
296,396,10,21,30.2,80,0,2
297,402,10,21,30.2,80,0,2
297,390,10,21,30.1,80,0,2
297,398,10,21,30.1,80,0,2
293,398,10,21,30.0,80,0,2
293,396,10,21,29.9,80,0,2
295,402,10,21,29.9,80,0,2
296,396,10,21,29.8,80,0,2
294,398,10,21,29.7,80,0,2
293,402,10,21,29.6,80,0,2
291,396,10,21,29.6,80,0,2
293,400,10,21,29.6,80,0,2
292,396,10,21,29.4,80,0,2
289,404,10,21,29.4,80,0,2
292,398,10,21,29.4,80,0,2
291,398,10,21,29.4,80,0,2
286,402,10,21,29.3,80,0,2
288,398,10,21,29.3,80,0,2
286,396,10,21,29.2,80,0,2
287,404,10,21,29.2,80,0,2
286,394,10,21,29.1,80,0,2
284,398,10,21,29.1,80,0,2
284,404,10,21,29.0,80,0,2
284,402,10,21,29.0,80,0,2
282,398,10,21,29.0,80,0,2
284,402,10,21,28.9,80,0,2
282,396,10,21,28.9,80,0,2
280,398,10,21,28.9,80,0,2
279,398,10,21,28.8,80,0,2
284,398,10,21,28.8,80,0,2
276,396,10,21,28.8,80,0,2
282,402,10,21,28.7,80,0,2
276,396,10,21,28.7,80,0,2
280,402,10,21,28.7,80,0,2
277,398,10,21,28.7,80,0,2
276,402,10,21,28.6,80,0,2
279,398,10,21,28.6,80,0,2
273,402,10,21,28.6,80,0,2
276,396,10,21,28.6,80,0,2
276,400,10,21,28.6,80,0,2
276,398,10,21,28.5,80,0,2
274,398,10,21,28.4,80,0,2
273,402,10,21,28.4,80,0,2
272,404,10,21,28.4,80,0,2
271,402,10,21,28.4,80,0,2
272,398,10,21,28.3,80,0,2
271,400,10,21,28.3,80,0,2
268,398,10,21,28.3,80,0,2
270,404,10,21,28.3,80,0,2
270,400,10,21,28.3,80,0,2
271,404,10,21,28.3,80,0,2
271,390,10,21,28.3,80,0,2
269,398,10,21,28.2,80,0,2
272,402,10,21,28.2,80,0,2
271,402,10,21,28.2,80,0,2
272,404,10,21,28.2,80,0,2
282,402,10,21,28.2,80,0,2
271,390,10,21,28.1,80,0,2
271,400,10,21,28.1,80,0,2
270,396,10,21,28.1,80,0,2
271,402,10,21,28.1,80,0,2
269,402,10,21,28.1,80,0,2
271,396,10,21,28.1,80,0,2
271,394,10,21,28.0,80,0,2
268,390,10,21,28.0,80,0,2
270,396,10,21,27.9,80,0,2
262,394,10,21,27.9,80,0,2
264,402,10,21,27.9,80,0,2
